id,start-date,submit-date,network,age-group,country,years-php,years-programming,education,numframeworks,fw-work-choice,fw-work-other,fw-work-reason-easy,fw-work-reason-community,fw-work-reason-tutorials,fw-work-reason-tested,fw-work-reason-features,fw-work-reason-forced,fw-work-reason-other,fw-work-reason-other-why,fw-personal-choice,fw-personal-other,fw-personal-reason-easy,fw-personal-reason-community,fw-personal-reason-tutorials,fw-personal-reason-tested,fw-personal-reason-features,fw-personal-reason-other,fw-personal-reason-other-why,contributes,laravel,yii1,yii2,zf1,zf2,symfony2,phalcon,aura,slim,silex,webiny,cake,fuel,kohana,ci,prado,phpixie,flight,simple,typo,nette,agavi,other
432,"2015-02-27 17:52:46","2015-02-27 17:56:07",916e0f901795a9088a1f71649f8f57dd4cb0e88a,4,Morocco,10,18,4,4,Symfony2,,,1,,1,,,,,Symfony2,,,1,,1,,,,"Yes, I help with code (including tests)",1,,,1,,1,,1,1,1,,,,,,,,,,,,,
435,"2015-02-27 17:52:54","2015-02-27 17:55:25",092ef6b947219780ed3490d136dd8dfe374f0ad3,3,"South Africa",5,6,4,5,Laravel,,1,,1,,1,,,,Laravel,,1,,,1,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
436,"2015-02-27 17:52:50","2015-02-27 17:55:31",cffd4340eb9daad63c836f2533a2bf483b67688d,2,Iran,4,3,4,2,Laravel,,1,1,1,,,,,,Laravel,,1,1,1,,,,,"Yes, I help with code (including tests)",1,,,,,,,,,,,,,,,,,,,,,,
437,"2015-02-27 17:52:50","2015-02-27 17:54:27",34aa1477369aa49bc0fda7b21f23772866ca5309,3,Argentina,13,20,5,5,Laravel,,1,,,,,,,,Laravel,,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
438,"2015-02-27 17:52:55","2015-02-27 17:56:07",11d7f3592736ba0709221e8c4131ddcf335486b4,4,"United States",15,15,1,2,"We use a CMS for everything",,1,1,,,1,,,,Laravel,,1,1,1,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
439,"2015-02-27 17:52:57","2015-02-27 17:56:44",54373d161e708b2354ce7bc231682ec32bb12dc1,5,Bahamas,10,13,2,2,Silex,,,1,,,,,,,Laravel,,,1,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
444,"2015-02-27 17:53:09","2015-02-27 17:57:32",04526a07bcee560ef98bf118e50fa63d3730fbf3,3,Germany,10,12,6,2,"Zend Framework 1",,,1,,1,1,1,,,"Zend Framework 2",,,1,1,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
447,"2015-02-27 17:53:13","2015-02-27 18:02:03",812db9851bc4ad9ebdc49b7299556b976fafd773,3,France,10,12,6,3,Silex,,1,,,,,,,,Silex,,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
449,"2015-02-27 17:53:14","2015-02-27 17:55:55",3c40bb8685c7998ed0ea052a2881bb2682fcae63,3,Netherlands,10,15,4,6,Symfony2,,,1,1,1,1,,,,Symfony2,,1,,,,,,,"Yes, I help with documentation (official docs only)",,,,,,1,,,,,,,,,,,,,,,,,
453,"2015-02-27 17:53:23","2015-02-27 17:58:04",9486147e013464d2b83d6b5cfec5aec1ce29b625,2,"Czech Republic",4,2,1,2,Laravel,,1,1,1,1,1,,,,Laravel,,1,1,1,1,1,,,"Yes, I help with documentation (official docs only)",1,,,,,,,,,,,,,,,,,,,,,,
458,"2015-02-27 17:53:25","2015-02-27 17:57:02",c48b36363abed24a5769e82c969730a6571d21a7,3,"United States",8,14,6,6,Laravel,,1,,,,,,,,Laravel,,,,,,,1,"In practice it seems to me to be the most logical framework.",No,,,,,,,,,,,,,,,,,,,,,,,
459,"2015-02-27 17:53:31","2015-02-27 17:57:08",dc81e5c326a9c608303bcf20e0c5666aa9bdc36f,4,India,7,9,6,3,"Yii 2",,,1,,1,1,,,,"Yii 2",,,1,,1,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
463,"2015-02-27 17:53:41","2015-02-27 17:56:29",ae7cec7b696a9cd9d16f3e5c1ec77e06d9c0f776,4,"United Kingdom",5,6,1,2,CakePHP,,1,1,1,,,,,,"I use a CMS for all my work",,1,1,1,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
470,"2015-02-27 17:53:59","2015-02-27 17:58:24",b7953b1103ec3464c77278ba42d773517c09186a,3,Germany,7,7,4,3,Laravel,,1,1,1,,1,,,,Symfony2,,1,1,,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
472,"2015-02-27 17:54:03","2015-02-27 17:56:50",23a14cc84c5f5d1813029ce8a1d88ac32bf80e5a,3,Spain,14,20,6,3,Symfony2,,,1,1,,1,,1,,Symfony2,,,1,1,,1,,,"Yes, I help with code (including tests)",,,,,,1,,,,,,,,,,,,,,,,,
478,"2015-02-27 17:54:20","2015-02-27 17:56:41",bb321ea29e0c8e19b8128d2d41935a15b82aa2c9,2,Sweden,8,10,5,1,Laravel,,1,1,,,,,,,Laravel,,1,1,,,,,,"Yes, I help with both code and documentation",1,,,,,,,,,,,,1,,,,,,,,,,
486,"2015-02-27 17:54:22","2015-02-27 18:06:28",87f3dd37d5a30e704b035672a25538a4833f7508,3,Brazil,15,18,5,4,FuelPHP,,1,,,,,,,,FuelPHP,,1,,,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
489,"2015-02-27 17:54:25","2015-02-27 17:57:08",99f46124c361edebee4eebeb2adeca31d8041024,2,"United States",5,10,1,3,"We use a CMS for everything",,1,,,1,,1,,,Laravel,,1,,,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
495,"2015-02-27 17:54:51","2015-02-27 17:56:42",67cd8dd8760d30da281f493468382ea304953771,2,Iran,4,4,3,3,Laravel,,1,1,1,1,1,,,,Laravel,,,1,,,,,,"Yes, I help with code (including tests)",1,,,,,,,,,,,,,,,,,,,,,,
496,"2015-02-27 17:54:52","2015-02-27 18:01:28",9f146504b3020edf9cb358ce322cf6ebabe16692,4,Serbia,15,20,5,8,"Company Internal Framework",,,,,,,1,,,Laravel,,1,,1,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
497,"2015-02-27 17:54:49","2015-02-27 17:57:17",04777e00d5146917d22299286f2f015687c4a439,2,"Bosnia Herzegovina",1,4,5,2,"Yii 2",,1,1,1,1,1,,,,"Yii 2",,,1,1,1,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
504,"2015-02-27 17:55:08","2015-02-27 17:59:43",7b22f1444ee6ca0d8c238ac49874b3f9d85e4f66,3,Germany,5,15,1,5,"Company Internal Framework",,,,,,,1,,,"No Framework",,,,,,,1,"I use just the components I need. I hate bloated and tightly coupled frameworks.",No,,,,,,,,,,,,,,,,,,,,,,,
505,"2015-02-27 17:55:18","2015-02-27 19:05:57",c4a415c08ffc65861e1a54e349e0707b42bd1bdd,5,"United States",15,15,1,3,Laravel,,1,,,,,,,,Laravel,,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
507,"2015-02-27 17:55:18","2015-02-27 17:59:02",3676e5c4ee9b705d53236582d59638bb551bb34c,3,Ecuador,11,12,6,3,Laravel,,1,1,,1,1,,,,Laravel,,1,,1,1,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
509,"2015-02-27 17:55:26","2015-02-27 17:59:40",ba954ae6e2d5752a5771e5aad99a6fa443fb2443,2,Ukraine,3,4,5,2,"Yii 2",,1,1,1,1,1,1,,,"Yii 2",,1,1,1,1,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
514,"2015-02-27 17:55:27","2015-02-27 17:58:13",3d8257998ebde2dff52fea8250d05f678647170b,2,"South Africa",3,3,5,3,"Zend Framework 1",,,,,,,1,,,"Yii 1",,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
515,"2015-02-27 17:55:32","2015-02-27 17:57:55",86a43c88784ecc28a1c01a61c67489f74e0e9e24,3,Germany,8,8,2,4,Laravel,,1,1,1,,1,,,,Laravel,,1,1,1,,,,,"Yes, I help with code (including tests)",1,,,,,,,,,,,,,,,,,,,,,,
517,"2015-02-27 17:55:36","2015-02-27 17:59:23",b185442a63669f269ab979d3d4186e985cdee790,3,Brazil,4,10,5,3,Symfony2,,,1,,1,,,,,Laravel,,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
520,"2015-02-27 17:55:46","2015-02-27 18:00:10",e2b7c2d84b2c9b379eab3336ad26d238514ce57c,3,Germany,2,7,5,3,"Yii 2",,,,,,,1,,,"Yii 2",,1,1,,,1,,,"Yes, I help with documentation (official docs only)",,,1,,,,,,,,,,,,,,,,,,,,
523,"2015-02-27 17:55:47","2015-02-27 18:01:55",8454b21cc3202ab621fa4c73a0a7c9f553348767,2,Netherlands,7,11,4,8,Laravel,,,,,,,,1,"Blazing fast. Straight forward. Clean.",Laravel,,,,,,,1,,No,,,,,,,,,,,,,,,,,,,,,,,
528,"2015-02-27 17:56:06","2015-02-27 17:58:10",3c9e5ecddbdab4492727156b3a5570902c950ad6,1,"United Kingdom",2,4,2,2,Laravel,,1,1,1,,1,,,,Laravel,,1,1,1,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
529,"2015-02-27 17:56:16","2015-02-27 18:02:59",792e486d37e7de36c4ad97b9a2177faf2846c761,3,Poland,8,10,2,3,Laravel,,1,1,1,1,1,,,,Laravel,,1,1,1,1,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
530,"2015-02-27 17:56:16","2015-02-27 17:59:12",a394be5aededf7c3fa7eaa4391b8aea9228c4096,3,Mexico,7,8,6,3,"Yii 2",,1,,,,,,,,"Yii 2",,1,,,,,,,"Yes, I help with code (including tests)",,,1,,,,,,,,,,,,1,,,,,,,,
537,"2015-02-27 17:56:36","2015-02-27 17:59:09",c347dd08ee58f633fa19b736f9718084af90e0b5,3,"United States",9,9,1,3,Laravel,,1,1,1,1,1,,,,Laravel,,1,1,1,1,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
541,"2015-02-27 17:56:46","2015-02-27 17:58:51",7300ec5e5f1fcb1d95013cf301cdf3cd14e09630,3,Argentina,15,15,2,4,"Yii 2",,1,1,,1,,,,,"Yii 2",,1,1,,1,,,,No,,,,,,,,,,,,,,,,,,,,,,,
542,"2015-02-27 17:56:43","2015-02-27 18:10:12",4fab8866e817cfb7a4e37c3f2566a524913500b0,2,"United States",10,10,2,3,Laravel,,1,1,,1,1,,,,"I use a CMS for all my work",,,,,,,1,"I use WordPress for most personal projects because there typically isn't a lot of custom functionality and it's familiar to those who will be using it","Yes, I help with documentation (official docs only)",1,,,,,,,,,,,,,,,,,,,,,,
543,"2015-02-27 17:56:48","2015-02-27 18:00:34",f93337b7d4c8695dab3e7b194b63179ce1dfea4a,3,Moldova,10,12,5,4,"Yii 1",,,,,,,1,,,"Zend Framework 2",,,,,1,1,,,"Yes, I help with code (including tests)",,1,1,,,,,,,,,,,,,,,,,,,,
544,"2015-02-27 17:56:44","2015-02-27 17:59:51",c4b8b5f5d90abf4dd2dc7cb5e1046aa87127cf7b,2,Croatia,4,6,5,1,Laravel,,1,,1,,1,,,,Laravel,,1,,1,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
545,"2015-02-27 17:56:47","2015-02-27 18:00:01",eba5e4824d124956ea7a9fff0ecef0fca1607243,2,Azerbaijan,1,2,4,1,"Yii 1",,1,,,,,,,,"Yii 1",,,1,,,,,,"Yes, I help with documentation (official docs only)",,,1,,,,,,,,,,,,,,,,,,,,
552,"2015-02-27 17:57:03","2015-02-27 17:58:42",10f686b2ff168345a5c76d99236ba1e9f94af602,4,"United States",7,7,5,1,"Yii 1",,1,,1,,1,,,,"Yii 1",,1,,1,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
556,"2015-02-27 17:57:10","2015-02-27 18:11:09",aa950ba71831459e35b578a31881d0b3b81c8f08,3,"United Kingdom",8,7,5,5,,"Simple MVC Framework",1,1,1,,1,,,,,"Simple MVC Framework",1,1,1,,1,,,"Yes, I help with code (including tests)",,,,,,,,,,,,,,,,,,,,,,,"Simple MVC Framework"
557,"2015-02-27 17:57:17","2015-02-27 18:01:55",eaa2e8f331d147cfac74938274f1db44ae07dafb,3,Germany,10,15,1,3,Laravel,,1,,1,,1,,,,Laravel,,1,,,1,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
559,"2015-02-27 17:57:27","2015-02-27 18:00:42",7a21a9b3a1a7530e12a5e9419ac59001c1444f3e,4,Ukraine,10,10,2,7,"Yii 2",,,,1,,,,,,Symfony2,,,,,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
563,"2015-02-27 17:57:48","2015-02-27 18:00:01",f61c831fef95c0f40104ccf3afa78a10b6b00b90,3,Pakistan,4,4,5,3,Laravel,,1,1,,,1,,,,Laravel,,1,1,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
564,"2015-02-27 17:57:50","2015-02-27 17:59:29",0f611b8c9b3c41e7d0e47e419a93a49113784b45,2,Spain,1,1,1,1,Laravel,,1,1,1,1,1,,,,Laravel,,1,1,1,1,,,,No,,,,,,,,,,,,,,,,,,,,,,,
567,"2015-02-27 17:57:52","2015-02-27 18:01:50",11e44caf835b27df0df19cb109ed4a38e5ece30c,3,Argentina,2,8,4,1,Laravel,,1,1,1,,,,,,Laravel,,1,1,1,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
572,"2015-02-27 17:58:03","2015-02-27 17:59:47",7ed96b0f5fdeb13fcc7a5042266febbd15d5045b,3,Thailand,4,6,5,3,"Yii 2",,1,1,1,1,1,1,,,"Yii 2",,1,1,1,1,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
579,"2015-02-27 17:58:33","2015-02-27 18:01:13",8e5da67918fd5278b3e92f227db3920153907f01,3,Germany,3,4,3,1,Laravel,,1,1,1,,1,,,,Laravel,,1,1,1,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
581,"2015-02-27 17:58:34","2015-02-27 18:01:24",891d664810879b74d2c1479a5944c1d17f9aa9af,2,Spain,5,6,4,4,"Company Internal Framework",,,,,,,,1,,Laravel,,1,1,1,1,,,,No,,,,,,,,,,,,,,,,,,,,,,,
584,"2015-02-27 17:58:45","2015-02-27 18:01:31",76a1dcc9ad14c329db38ecdeb8be3e6fe1f12839,3,Lithuania,13,15,6,5,"Zend Framework 1",,1,,,,,,,,Symfony2,,,1,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
587,"2015-02-27 17:59:02","2015-02-27 18:01:26",8a88c62a8035b92aed87e60666c228eabb08ee57,3,Latvia,13,16,5,1,Laravel,,1,1,1,1,1,,,,Laravel,,1,1,1,1,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
598,"2015-02-27 17:59:49","2015-02-27 18:01:30",f737198aca729213d37b20373be34b2d548e22ac,3,France,5,10,5,3,Laravel,,1,,,1,1,,,,Laravel,,,,,1,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
605,"2015-02-27 18:00:13","2015-02-27 18:04:07",8941a8376b788877cf84bfaf788e1accbc9669dc,2,Indonesia,5,5,4,3,"Yii 1",,,1,,1,1,1,,,"Yii 1",,1,1,1,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
607,"2015-02-27 18:00:10","2015-02-27 18:04:44",fa81ddee606eb4a0bb1ca7bd5dd5a0a45d9f0471,2,Latvia,5,8,4,4,Laravel,,1,1,1,,1,,,,Laravel,,1,1,1,1,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
611,"2015-02-27 18:00:25","2015-02-27 18:02:31",f2fdf9fe9badc9e132058e72e247f53f95b36013,3,"United Kingdom",15,15,3,4,Laravel,,1,1,1,1,1,,,,Laravel,,1,1,1,1,1,,,"Yes, I help with both code and documentation",1,,,,,,,,,,,,,,,,,,,,,,
615,"2015-02-27 18:00:39","2015-02-27 18:03:39",5ffb313be2c67113c4eca20200656725d7c126b9,4,Germany,10,25,5,1,Symfony2,,1,1,,,,,,,"Yii 1",,1,1,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
620,"2015-02-27 18:00:45","2015-02-27 18:03:25",5555622d21addbd03daa140c7213e2d1ad352223,3,Australia,1,6,5,2,Laravel,,1,1,1,,,,,,Laravel,,1,1,1,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
627,"2015-02-27 18:01:16","2015-02-27 18:04:13",da3a7dd9362f0a9c5989be6a2256029c09b108a7,5,Netherlands,6,25,1,2,Laravel,,1,1,1,,,,,,Laravel,,1,1,1,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
656,"2015-02-27 18:03:01","2015-02-27 18:05:10",03fbb8c5fb2a878b26fb1441885b579024f384c9,5,"United States",12,20,1,2,Laravel,,,1,1,,1,,,,Laravel,,,1,1,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
667,"2015-02-27 18:03:53","2015-02-27 18:07:04",b8ff95f2a95d5dd70262db3a7e18ef3f04f78029,2,Netherlands,8,10,6,2,Laravel,,1,,,,1,,,,Laravel,,1,,,,1,,,"Yes, I help with code (including tests)",1,,,,,,,,,,,,,,,,,,,,,,
669,"2015-02-27 18:04:06","2015-02-27 18:08:18",b120331f9a96a6a1d5cc8d11f719d7899bc36b96,3,Belarus,9,10,5,2,"Yii 2",,1,1,1,1,1,,,,"Yii 2",,1,1,1,1,1,,,"Yes, I help with code (including tests)",,1,1,,,,,,,,,,,,,,,,,,,,
671,"2015-02-27 18:04:02","2015-02-27 18:08:29",8525c426281c4a35ec8964f1887fc0879ed9c34e,2,Armenia,2,5,6,3,CodeIgniter,,1,,,,,1,,,"Yii 2",,1,1,,1,,,,No,,,,,,,,,,,,,,,,,,,,,,,
675,"2015-02-27 18:04:21","2015-02-27 18:21:29",7053c52984a3538e56db83e81fa26ee911b8005d,2,India,1,3,5,4,"We use a CMS for everything",,,,,,,1,,,CodeIgniter,,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
687,"2015-02-27 18:05:17","2015-02-27 18:08:57",8360d212b6ec10cf8345a00833578128fe743d95,3,Turkey,8,9,1,1,Laravel,,1,,,,1,,,,Laravel,,1,,,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
688,"2015-02-27 18:05:24","2015-02-27 18:07:46",6225e0bd9eb48656eccd27c853d72d910ffe988a,3,"Czech Republic",10,10,1,4,"Zend Framework 2",,,,,,,1,,,Laravel,,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
690,"2015-02-27 18:05:27","2015-02-27 20:25:40",c6eb7f762953a41971274a7a20fc75474e143140,2,Lebanon,6,6,4,1,Laravel,,1,,,,1,,,,Laravel,,1,,,,1,,,"Yes, I help with code (including tests)",1,,,,,,,,,,,,,,,,,,,,,,
694,"2015-02-27 18:05:41","2015-02-27 18:08:51",6fec5f589ac9ec735dc6e5f2c26cf626718528b3,2,"United Kingdom",8,10,7,8,Laravel,,1,,,,,,,,Laravel,,,1,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
696,"2015-02-27 18:05:48","2015-02-27 18:08:21",d26b7583c1ed875f100777eabf15be1f618d3b6d,4,"United States",10,15,2,4,"No Framework",,,,,,,1,1,"Inherited crap","Yii 2",,,1,,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
697,"2015-02-27 18:05:51","2015-02-27 18:10:16",b69c11315b7c142a16311c09f9513f6e6c1c9a6b,2,Denmark,8,9,3,3,Laravel,,1,1,1,1,1,,,,Laravel,,1,1,1,1,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
700,"2015-02-27 18:06:00","2015-02-27 18:10:57",8287d3c290a556daf4ed0d545380a51d60fdd5e7,3,Sweden,4,6,5,3,Laravel,,1,1,,,,,,,Laravel,,1,1,1,1,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
702,"2015-02-27 18:06:19","2015-02-27 18:22:03",61d3ac383312555503ba4143f0cc04f5c627a9b5,3,"Bosnia Herzegovina",6,7,1,2,"Yii 1",,1,1,,1,,,,,"Yii 1",,1,1,,1,,,,No,,,,,,,,,,,,,,,,,,,,,,,
704,"2015-02-27 18:06:26","2015-02-27 18:10:17",28f73675a06c6b00ed7100ee794122b60b6cf32b,3,"United Kingdom",6,8,6,5,"Zend Framework 2",,1,,,,,,,,"Zend Framework 2",,1,,,,,,,"Yes, I help with documentation (official docs only)",,,,1,1,,,,,,,,,,,,,,,,,,
708,"2015-02-27 18:06:43","2015-02-27 18:27:25",8ae2c87738fc2105d0f38355cb67b1cf4fd12c05,3,Philippines,8,14,4,2,Laravel,,1,1,1,1,1,,,,Laravel,,1,1,1,1,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
712,"2015-02-27 18:06:50","2015-02-27 18:10:20",4814802ed88af0586c46c4163cf6fcc8ada4e2cb,4,Netherlands,15,15,1,1,"Company Internal Framework",,,,,,,1,,,Laravel,,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
714,"2015-02-27 18:07:04","2015-02-27 18:10:09",48abdf4aaae85e6452f623dc2905cf86124e7244,3,"United Kingdom",7,10,5,3,CodeIgniter,,,,,,,1,,,Laravel,,,,1,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
717,"2015-02-27 18:07:48","2015-02-27 18:12:20",ae24613b22d1b7ca6b8a659ca41e738eb06957b9,2,Moldova,6,7,1,4,"Yii 2",,1,1,,,,,,,"Yii 2",,1,1,,,,,,"Yes, I help with code (including tests)",,,1,,,,,,,,,,,,,,,,,,,,
718,"2015-02-27 18:07:44","2015-02-27 18:10:04",9749b7d673db3cd434a9cf9e68d48159d9534ef3,3,Turkey,3,12,5,2,Laravel,,,1,,,,,,,Laravel,,1,,,,,,,"Yes, I help with documentation (official docs only)",1,,,,,,,,,,,,,,,,,,,,,,
720,"2015-02-27 18:08:01","2015-02-27 18:17:17",182d053d74d6ada7caddec45f4e0842c427ce1ab,4,Venezuela,5,17,5,2,"Yii 2",,1,1,1,1,1,,1,"Use yii2 for his great community, easy to use, and constants updates, in addition to providing technology mvc oop, besides the large number of third-party extensions also stand bugs and enhancements are taken into account by developers","I use a CMS for all my work",,1,,1,1,,,,"Yes, I help with both code and documentation",,,1,,,,,,,,,,,,,,,,,,,,
725,"2015-02-27 18:08:41","2015-02-27 18:12:23",f29ea1c296da1b01201f56dc5515e22f18ba7dd6,3,Germany,16,16,4,8,Symfony2,,,,,1,1,,,,Symfony2,,,,,1,1,,,"Yes, I help with code (including tests)",,,,,,1,,,,,,,,,,,,,,,,,
726,"2015-02-27 18:08:41","2015-02-27 18:12:44",e9c736e261759d885bb0f6580e49f5b9fce3951c,3,Poland,9,9,3,3,"Yii 2",,,,,1,,,,,Laravel,,,,1,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
729,"2015-02-27 18:09:18","2015-02-27 18:18:19",28de39c9e17789fbf85e10a13e3e51e0220a806d,2,Italy,9,9,3,2,Laravel,,1,1,,1,1,,,,Laravel,,1,1,,1,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
730,"2015-02-27 18:09:25","2015-02-27 18:24:48",c1917e1a10048a108992ecaf850198432ef362b1,4,"United States",5,10,6,4,Laravel,,,,,,,,1,"Has many features, but at the same time is not bloated. The API is intuitive and the framework uses a few Symfony components which I'm familiar with.",Laravel,,,,,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
735,"2015-02-27 18:10:09","2015-02-27 18:14:12",1a5268a4a47382a803d4ff6f899c3808ef66fe1b,3,Poland,6,8,6,4,Symfony2,,,1,,,1,,,,Symfony2,,,1,,,,,,"Yes, I help with code (including tests)",,,,,,,1,,,,,,,,,,,,,,,,
739,"2015-02-27 18:10:40","2015-02-27 18:12:51",f9f03faecaa0d33056247a9a1955f1d97c1e1269,2,"United States",3,5,5,2,Laravel,,1,1,,,1,,,,Laravel,,1,1,,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
743,"2015-02-27 18:11:05","2015-02-27 18:13:31",618f272bcb739811c1e3d253284e824cd9a28b61,4,"United States",15,20,5,3,"We use a CMS for everything",,1,,,,,,,,Slim,,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
746,"2015-02-27 18:11:10","2015-02-27 18:16:31",d2fa1be1d343568b781edf8b560fc0ab46f17ad2,3,"United States",5,7,5,1,Symfony2,,,1,,,,,,,Symfony2,,1,1,1,1,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
747,"2015-02-27 18:11:12","2015-02-27 18:13:33",86a1cb016139d378350a3ce7dca8bb5498ffab29,3,France,10,17,5,4,Symfony2,,,1,1,1,1,,,,Silex,,1,,,1,,,,No,,,,,,,,,,,,,,,,,,,,,,,
752,"2015-02-27 18:11:28","2015-02-27 18:14:26",62ba67b2d325793664b6be4c8b5159b8a6ad8e4f,2,Ukraine,2,1,4,2,"Yii 2",,1,,,,,,,,"Yii 2",,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
754,"2015-02-27 18:11:49","2015-02-27 18:14:20",dfb241583b0abb27d06b8380ef58bd6a8a5c4daa,5,"United States",5,10,1,3,Laravel,,1,1,1,1,1,,,,Laravel,,1,1,1,1,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
755,"2015-02-27 18:11:49","2015-02-27 18:15:56",bc62adc5402863ea6919f5b0c17b86095fa3fb9d,3,Spain,6,6,5,3,"Yii 2",,1,,,,1,,,,"Yii 2",,1,,,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
758,"2015-02-27 18:12:15","2015-02-27 18:13:47",bbaf902050f2cba1a4f1466639dac64c832bb957,3,"United States",8,10,4,5,Laravel,,1,1,1,1,1,,,,Laravel,,1,1,1,1,1,,,"Yes, I help with both code and documentation",1,,,,,,,,,,,,,,,,,,,,,,
762,"2015-02-27 18:12:31","2015-02-27 18:15:07",9cedd5d5fd9de7d13cc42de86e58ddd60078746a,2,Brazil,8,8,3,1,Laravel,,1,1,1,,1,,,,Laravel,,1,1,1,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
768,"2015-02-27 18:12:50","2015-02-27 18:16:10",cba2f457214d5b662e1784a807800f1047b46245,2,Slovakia,4,5,4,2,Phalcon,,1,,,,1,,1,"Because of performance and low-level architecture",Phalcon,,1,,,,1,1,"Fast performance, easy of use, low-level framework",No,,,,,,,,,,,,,,,,,,,,,,,
769,"2015-02-27 18:12:55","2015-02-27 18:14:10",703526e6efa3db1874794c85cee5472427ddb802,2,Panama,2,5,5,2,Laravel,,1,,,,,,,,Laravel,,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
772,"2015-02-27 18:12:57","2015-02-27 18:15:41",5b7bb35493fcae62e764bb2db3257d50f0fd8f1a,2,Switzerland,6,6,5,4,Laravel,,1,1,1,,,,,,Laravel,,1,1,1,,,,,"Yes, I help with code (including tests)",1,,,,,,,,,,,,,,,,,,,,,,
779,"2015-02-27 18:13:26","2015-02-27 18:17:20",1f334fab84592c80c51fadac1dd099aac186f584,4,Canada,12,15,3,5,CodeIgniter,,1,1,1,1,1,1,,,Laravel,,1,1,1,1,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
783,"2015-02-27 18:13:39","2015-02-27 19:40:51",5897852f2cca82db04033d2bde6ef1d0ed37e294,3,"United States",14,14,1,3,Laravel,,1,1,1,,1,,,,Laravel,,1,1,1,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
787,"2015-02-27 18:13:52","2015-02-27 18:18:53",715584d9afaa06fc80f85da65d2483015e4e6139,2,"United States",2,3,3,1,"Zend Framework 2",,,1,1,,1,,,,"I use a CMS for all my work",,1,1,1,1,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
